issue_type,issue_detail,columns_involved,METERID,CONSUMERNAME,UNITSCONSUMED,BILLAMOUNT,BILLINGDATE,EMAIL,REGION,ISSUEFLAG
outliers,"Outliers detected in numeric column UNITSCONSUMED using IQR method (IQR multiplier=1.5, lower=-125.0, upper=475.0)",UNITSCONSUMED,MTR1149,Neha,999999,1500,2025-05-01,david101@yahoo.com,InvalidRegion,NO
outliers,"Outliers detected in numeric column UNITSCONSUMED using IQR method (IQR multiplier=1.5, lower=-125.0, upper=475.0)",UNITSCONSUMED,MTR1152,Ravi,999999,1500,2025-05-01,john288@gmail.com,InvalidRegion,NO
outliers,"Outliers detected in numeric column UNITSCONSUMED using IQR method (IQR multiplier=1.5, lower=-125.0, upper=475.0)",UNITSCONSUMED,MTR1153,Priya,999999,500,2025-05-01,emma55@yahoo.com,InvalidRegion,NO
outliers,"Outliers detected in numeric column UNITSCONSUMED using IQR method (IQR multiplier=1.5, lower=-125.0, upper=475.0)",UNITSCONSUMED,MTR1159,Priya,999999,9999999,2025-05-01,mike978@yahoo.com,InvalidRegion,NO
outliers,"Outliers detected in numeric column UNITSCONSUMED using IQR method (IQR multiplier=1.5, lower=-125.0, upper=475.0)",UNITSCONSUMED,MTR1161,Neha,999999,-200,2025-05-01,david845@company.com,South,NO
outliers,"Outliers detected in numeric column UNITSCONSUMED using IQR method (IQR multiplier=1.5, lower=-125.0, upper=475.0)",UNITSCONSUMED,MTR1166,,999999,-200,2025-05-01,mike792@company.com,North,NO
outliers,"Outliers detected in numeric column UNITSCONSUMED using IQR method (IQR multiplier=1.5, lower=-125.0, upper=475.0)",UNITSCONSUMED,MTR1179,Ravi,999999,500,2025-05-01,alice291@company.com,InvalidRegion,NO
outliers,"Outliers detected in numeric column UNITSCONSUMED using IQR method (IQR multiplier=1.5, lower=-125.0, upper=475.0)",UNITSCONSUMED,MTR1184,Priya,999999,9999999,2025-05-01,emma358@company.com,South,NO
outliers,"Outliers detected in numeric column UNITSCONSUMED using IQR method (IQR multiplier=1.5, lower=-125.0, upper=475.0)",UNITSCONSUMED,MTR1185,,999999,500,2025-05-01,emma810@yahoo.com,South,NO
outliers,"Outliers detected in numeric column UNITSCONSUMED using IQR method (IQR multiplier=1.5, lower=-125.0, upper=475.0)",UNITSCONSUMED,MTR1193,Neha,999999,1500,2025-05-01,emma260@company.com,South,NO
outliers,"Outliers detected in numeric column UNITSCONSUMED using IQR method (IQR multiplier=1.5, lower=-125.0, upper=475.0)",UNITSCONSUMED,MTR1199,Ravi,999999,9999999,2025-05-01,alice144@yahoo.com,North,NO
outliers,"Outliers detected in numeric column UNITSCONSUMED using IQR method (IQR multiplier=1.5, lower=-125.0, upper=475.0)",UNITSCONSUMED,MTR1208,Ravi,999999,9999999,2025-05-01,emma879@yahoo.com,North,NO
outliers,"Outliers detected in numeric column UNITSCONSUMED using IQR method (IQR multiplier=1.5, lower=-125.0, upper=475.0)",UNITSCONSUMED,MTR1211,,999999,1500,2025-05-01,john38@company.com,InvalidRegion,NO
outliers,"Outliers detected in numeric column UNITSCONSUMED using IQR method (IQR multiplier=1.5, lower=-125.0, upper=475.0)",UNITSCONSUMED,MTR1212,,999999,-200,2025-05-01,john365@yahoo.com,South,NO
outliers,"Outliers detected in numeric column UNITSCONSUMED using IQR method (IQR multiplier=1.5, lower=-125.0, upper=475.0)",UNITSCONSUMED,MTR1213,Neha,999999,1500,2025-05-01,john66@gmail.com,North,NO
outliers,"Outliers detected in numeric column UNITSCONSUMED using IQR method (IQR multiplier=1.5, lower=-125.0, upper=475.0)",UNITSCONSUMED,MTR1216,Neha,999999,9999999,2025-05-01,mike133@company.com,,NO
outliers,"Outliers detected in numeric column UNITSCONSUMED using IQR method (IQR multiplier=1.5, lower=-125.0, upper=475.0)",UNITSCONSUMED,MTR1217,Priya,999999,500,2025-05-01,sara194@gmail.com,North,NO
outliers,"Outliers detected in numeric column UNITSCONSUMED using IQR method (IQR multiplier=1.5, lower=-125.0, upper=475.0)",UNITSCONSUMED,MTR1221,Ravi,999999,1500,2025-05-01,john715@gmail.com,InvalidRegion,NO
outliers,"Outliers detected in numeric column UNITSCONSUMED using IQR method (IQR multiplier=1.5, lower=-125.0, upper=475.0)",UNITSCONSUMED,MTR1224,Priya,999999,9999999,2025-05-01,alice274@company.com,South,NO
outliers,"Outliers detected in numeric column UNITSCONSUMED using IQR method (IQR multiplier=1.5, lower=-125.0, upper=475.0)",UNITSCONSUMED,MTR1228,Neha,999999,9999999,2025-05-01,john187@gmail.com,South,NO
outliers,"Outliers detected in numeric column UNITSCONSUMED using IQR method (IQR multiplier=1.5, lower=-125.0, upper=475.0)",UNITSCONSUMED,MTR1230,Priya,999999,500,2025-05-01,emma337@yahoo.com,InvalidRegion,NO
outliers,"Outliers detected in numeric column UNITSCONSUMED using IQR method (IQR multiplier=1.5, lower=-125.0, upper=475.0)",UNITSCONSUMED,MTR1231,Ravi,999999,9999999,2025-05-01,alice170@yahoo.com,InvalidRegion,NO
outliers,"Outliers detected in numeric column UNITSCONSUMED using IQR method (IQR multiplier=1.5, lower=-125.0, upper=475.0)",UNITSCONSUMED,MTR1232,Ravi,999999,-200,2025-05-01,sara741@company.com,,NO
outliers,"Outliers detected in numeric column UNITSCONSUMED using IQR method (IQR multiplier=1.5, lower=-125.0, upper=475.0)",UNITSCONSUMED,MTR1240,Neha,999999,-200,2025-05-01,sara373@yahoo.com,InvalidRegion,NO
outliers,"Outliers detected in numeric column UNITSCONSUMED using IQR method (IQR multiplier=1.5, lower=-125.0, upper=475.0)",UNITSCONSUMED,MTR1243,Neha,999999,500,2025-05-01,mike795@gmail.com,North,NO
outliers,"Outliers detected in numeric column UNITSCONSUMED using IQR method (IQR multiplier=1.5, lower=-125.0, upper=475.0)",UNITSCONSUMED,MTR1245,Ravi,999999,500,2025-05-01,mike372@gmail.com,InvalidRegion,NO
outliers,"Outliers detected in numeric column UNITSCONSUMED using IQR method (IQR multiplier=1.5, lower=-125.0, upper=475.0)",UNITSCONSUMED,MTR1248,Ravi,999999,-200,2025-05-01,alice99@yahoo.com,InvalidRegion,NO
outliers,"Outliers detected in numeric column UNITSCONSUMED using IQR method (IQR multiplier=1.5, lower=-125.0, upper=475.0)",UNITSCONSUMED,MTR1252,Ravi,999999,1500,2025-05-01,sara682@yahoo.com,South,NO
outliers,"Outliers detected in numeric column UNITSCONSUMED using IQR method (IQR multiplier=1.5, lower=-125.0, upper=475.0)",UNITSCONSUMED,MTR1253,Neha,999999,1500,2025-05-01,mike796@company.com,InvalidRegion,NO
outliers,"Outliers detected in numeric column UNITSCONSUMED using IQR method (IQR multiplier=1.5, lower=-125.0, upper=475.0)",UNITSCONSUMED,MTR1255,Priya,999999,9999999,2025-05-01,sara281@yahoo.com,,NO
outliers,"Outliers detected in numeric column UNITSCONSUMED using IQR method (IQR multiplier=1.5, lower=-125.0, upper=475.0)",UNITSCONSUMED,MTR1269,,999999,1500,2025-05-01,alice590@yahoo.com,North,NO
outliers,"Outliers detected in numeric column UNITSCONSUMED using IQR method (IQR multiplier=1.5, lower=-125.0, upper=475.0)",UNITSCONSUMED,MTR1273,Priya,999999,9999999,2025-05-01,mike750@yahoo.com,,NO
outliers,"Outliers detected in numeric column UNITSCONSUMED using IQR method (IQR multiplier=1.5, lower=-125.0, upper=475.0)",UNITSCONSUMED,MTR1279,Ravi,999999,9999999,2025-05-01,mike423@yahoo.com,North,NO
outliers,"Outliers detected in numeric column UNITSCONSUMED using IQR method (IQR multiplier=1.5, lower=-125.0, upper=475.0)",UNITSCONSUMED,MTR1282,Neha,999999,500,2025-05-01,emma644@gmail.com,InvalidRegion,NO
outliers,"Outliers detected in numeric column UNITSCONSUMED using IQR method (IQR multiplier=1.5, lower=-125.0, upper=475.0)",UNITSCONSUMED,MTR1285,Priya,999999,9999999,2025-05-01,alice15@gmail.com,North,NO
outliers,"Outliers detected in numeric column UNITSCONSUMED using IQR method (IQR multiplier=1.5, lower=-125.0, upper=475.0)",UNITSCONSUMED,MTR1288,,999999,500,2025-05-01,david886@company.com,,NO
outliers,"Outliers detected in numeric column UNITSCONSUMED using IQR method (IQR multiplier=1.5, lower=-125.0, upper=475.0)",UNITSCONSUMED,MTR1292,,999999,9999999,2025-05-01,emma124@company.com,InvalidRegion,NO
outliers,"Outliers detected in numeric column UNITSCONSUMED using IQR method (IQR multiplier=1.5, lower=-125.0, upper=475.0)",UNITSCONSUMED,MTR1295,Priya,999999,500,2025-05-01,john955@gmail.com,InvalidRegion,YES
outliers,"Outliers detected in numeric column UNITSCONSUMED using IQR method (IQR multiplier=1.5, lower=-125.0, upper=475.0)",UNITSCONSUMED,MTR1307,Neha,999999,9999999,2025-05-01,john773@yahoo.com,,NO
outliers,"Outliers detected in numeric column UNITSCONSUMED using IQR method (IQR multiplier=1.5, lower=-125.0, upper=475.0)",UNITSCONSUMED,MTR1311,Neha,999999,9999999,2025-05-01,david878@gmail.com,North,NO
outliers,"Outliers detected in numeric column UNITSCONSUMED using IQR method (IQR multiplier=1.5, lower=-125.0, upper=475.0)",UNITSCONSUMED,MTR1312,Ravi,999999,-200,2025-05-01,emma581@company.com,,NO
outliers,"Outliers detected in numeric column UNITSCONSUMED using IQR method (IQR multiplier=1.5, lower=-125.0, upper=475.0)",UNITSCONSUMED,MTR1315,Priya,999999,9999999,2025-05-01,mike296@gmail.com,South,NO
outliers,"Outliers detected in numeric column UNITSCONSUMED using IQR method (IQR multiplier=1.5, lower=-125.0, upper=475.0)",UNITSCONSUMED,MTR1319,,999999,9999999,2025-05-01,sara879@yahoo.com,,NO
outliers,"Outliers detected in numeric column UNITSCONSUMED using IQR method (IQR multiplier=1.5, lower=-125.0, upper=475.0)",UNITSCONSUMED,MTR1321,Priya,999999,1500,2025-05-01,sara464@company.com,InvalidRegion,NO
outliers,"Outliers detected in numeric column UNITSCONSUMED using IQR method (IQR multiplier=1.5, lower=-125.0, upper=475.0)",UNITSCONSUMED,MTR1325,Priya,999999,500,2025-05-01,mike183@gmail.com,,NO
outliers,"Outliers detected in numeric column UNITSCONSUMED using IQR method (IQR multiplier=1.5, lower=-125.0, upper=475.0)",UNITSCONSUMED,MTR1327,Ravi,999999,-200,2025-05-01,sara412@company.com,North,NO
outliers,"Outliers detected in numeric column UNITSCONSUMED using IQR method (IQR multiplier=1.5, lower=-125.0, upper=475.0)",UNITSCONSUMED,MTR1331,Priya,999999,-200,2025-05-01,sara676@yahoo.com,,NO
outliers,"Outliers detected in numeric column UNITSCONSUMED using IQR method (IQR multiplier=1.5, lower=-125.0, upper=475.0)",UNITSCONSUMED,MTR1336,Neha,999999,500,2025-05-01,sara833@yahoo.com,North,NO
outliers,"Outliers detected in numeric column UNITSCONSUMED using IQR method (IQR multiplier=1.5, lower=-125.0, upper=475.0)",UNITSCONSUMED,MTR1345,Ravi,999999,9999999,2025-05-01,alice701@company.com,InvalidRegion,NO
outliers,"Outliers detected in numeric column UNITSCONSUMED using IQR method (IQR multiplier=1.5, lower=-125.0, upper=475.0)",UNITSCONSUMED,MTR1352,,999999,9999999,2025-05-01,sara985@company.com,North,NO
outliers,"Outliers detected in numeric column UNITSCONSUMED using IQR method (IQR multiplier=1.5, lower=-125.0, upper=475.0)",UNITSCONSUMED,MTR1359,Neha,999999,1500,2025-05-01,david50@yahoo.com,InvalidRegion,NO
outliers,"Outliers detected in numeric column UNITSCONSUMED using IQR method (IQR multiplier=1.5, lower=-125.0, upper=475.0)",UNITSCONSUMED,MTR1360,Neha,999999,-200,2025-05-01,david553@gmail.com,South,NO
outliers,"Outliers detected in numeric column UNITSCONSUMED using IQR method (IQR multiplier=1.5, lower=-125.0, upper=475.0)",UNITSCONSUMED,MTR1371,Ravi,999999,1500,2025-05-01,sara698@yahoo.com,South,NO
outliers,"Outliers detected in numeric column UNITSCONSUMED using IQR method (IQR multiplier=1.5, lower=-125.0, upper=475.0)",UNITSCONSUMED,MTR1374,Neha,999999,-200,2025-05-01,david481@gmail.com,InvalidRegion,NO
outliers,"Outliers detected in numeric column UNITSCONSUMED using IQR method (IQR multiplier=1.5, lower=-125.0, upper=475.0)",UNITSCONSUMED,MTR1376,Neha,999999,500,2025-05-01,emma356@yahoo.com,South,NO
outliers,"Outliers detected in numeric column UNITSCONSUMED using IQR method (IQR multiplier=1.5, lower=-125.0, upper=475.0)",UNITSCONSUMED,MTR1379,Ravi,999999,9999999,2025-05-01,alice177@company.com,,NO
outliers,"Outliers detected in numeric column UNITSCONSUMED using IQR method (IQR multiplier=1.5, lower=-125.0, upper=475.0)",UNITSCONSUMED,MTR1381,Neha,999999,9999999,2025-05-01,sara136@company.com,InvalidRegion,NO
outliers,"Outliers detected in numeric column UNITSCONSUMED using IQR method (IQR multiplier=1.5, lower=-125.0, upper=475.0)",UNITSCONSUMED,MTR1384,,999999,-200,2025-05-01,alice378@gmail.com,InvalidRegion,NO
outliers,"Outliers detected in numeric column UNITSCONSUMED using IQR method (IQR multiplier=1.5, lower=-125.0, upper=475.0)",UNITSCONSUMED,MTR1386,Priya,999999,9999999,2025-05-01,mike48@yahoo.com,North,NO
outliers,"Outliers detected in numeric column UNITSCONSUMED using IQR method (IQR multiplier=1.5, lower=-125.0, upper=475.0)",UNITSCONSUMED,MTR1388,Priya,999999,9999999,2025-05-01,john810@gmail.com,North,NO
outliers,"Outliers detected in numeric column UNITSCONSUMED using IQR method (IQR multiplier=1.5, lower=-125.0, upper=475.0)",UNITSCONSUMED,MTR1389,,999999,9999999,2025-05-01,mike95@gmail.com,South,NO
outliers,"Outliers detected in numeric column UNITSCONSUMED using IQR method (IQR multiplier=1.5, lower=-125.0, upper=475.0)",UNITSCONSUMED,MTR1398,Ravi,999999,500,2025-05-01,alice432@yahoo.com,South,NO
outliers,"Outliers detected in numeric column UNITSCONSUMED using IQR method (IQR multiplier=1.5, lower=-125.0, upper=475.0)",UNITSCONSUMED,MTR1402,Priya,999999,9999999,2025-05-01,emma15@company.com,South,NO
outliers,"Outliers detected in numeric column UNITSCONSUMED using IQR method (IQR multiplier=1.5, lower=-125.0, upper=475.0)",UNITSCONSUMED,MTR1404,Priya,999999,9999999,2025-05-01,david729@company.com,InvalidRegion,NO
outliers,"Outliers detected in numeric column UNITSCONSUMED using IQR method (IQR multiplier=1.5, lower=-125.0, upper=475.0)",UNITSCONSUMED,MTR1412,Priya,999999,9999999,2025-05-01,sara776@gmail.com,,NO
outliers,"Outliers detected in numeric column UNITSCONSUMED using IQR method (IQR multiplier=1.5, lower=-125.0, upper=475.0)",UNITSCONSUMED,MTR1419,Neha,999999,9999999,2025-05-01,alice671@yahoo.com,InvalidRegion,NO
outliers,"Outliers detected in numeric column UNITSCONSUMED using IQR method (IQR multiplier=1.5, lower=-125.0, upper=475.0)",UNITSCONSUMED,MTR1423,,999999,1500,2025-05-01,david198@yahoo.com,InvalidRegion,NO
outliers,"Outliers detected in numeric column UNITSCONSUMED using IQR method (IQR multiplier=1.5, lower=-125.0, upper=475.0)",UNITSCONSUMED,MTR1425,Ravi,999999,500,2025-05-01,john16@company.com,,NO
outliers,"Outliers detected in numeric column UNITSCONSUMED using IQR method (IQR multiplier=1.5, lower=-125.0, upper=475.0)",UNITSCONSUMED,MTR1427,Neha,999999,-200,2025-05-01,david778@yahoo.com,South,NO
outliers,"Outliers detected in numeric column UNITSCONSUMED using IQR method (IQR multiplier=1.5, lower=-125.0, upper=475.0)",UNITSCONSUMED,MTR1434,Priya,999999,1500,2025-05-01,sara136@yahoo.com,North,NO
outliers,"Outliers detected in numeric column UNITSCONSUMED using IQR method (IQR multiplier=1.5, lower=-125.0, upper=475.0)",UNITSCONSUMED,MTR1436,Priya,999999,500,2025-05-01,alice886@company.com,InvalidRegion,NO
outliers,"Outliers detected in numeric column UNITSCONSUMED using IQR method (IQR multiplier=1.5, lower=-125.0, upper=475.0)",UNITSCONSUMED,MTR1445,Neha,999999,500,2025-05-01,mike465@gmail.com,InvalidRegion,NO
outliers,"Outliers detected in numeric column UNITSCONSUMED using IQR method (IQR multiplier=1.5, lower=-125.0, upper=475.0)",UNITSCONSUMED,MTR1449,,999999,-200,2025-05-01,sara166@gmail.com,North,NO
outliers,"Outliers detected in numeric column UNITSCONSUMED using IQR method (IQR multiplier=1.5, lower=-125.0, upper=475.0)",UNITSCONSUMED,MTR1452,Ravi,999999,500,2025-05-01,david517@yahoo.com,InvalidRegion,NO
outliers,"Outliers detected in numeric column UNITSCONSUMED using IQR method (IQR multiplier=1.5, lower=-125.0, upper=475.0)",UNITSCONSUMED,MTR1453,Ravi,999999,500,2025-05-01,emma772@gmail.com,,NO
outliers,"Outliers detected in numeric column UNITSCONSUMED using IQR method (IQR multiplier=1.5, lower=-125.0, upper=475.0)",UNITSCONSUMED,MTR1458,Priya,999999,9999999,2025-05-01,john280@company.com,InvalidRegion,NO
outliers,"Outliers detected in numeric column UNITSCONSUMED using IQR method (IQR multiplier=1.5, lower=-125.0, upper=475.0)",UNITSCONSUMED,MTR1460,Neha,999999,500,2025-05-01,emma550@gmail.com,InvalidRegion,NO
outliers,"Outliers detected in numeric column UNITSCONSUMED using IQR method (IQR multiplier=1.5, lower=-125.0, upper=475.0)",UNITSCONSUMED,MTR1467,Ravi,999999,-200,2025-05-01,mike142@gmail.com,,NO
outliers,"Outliers detected in numeric column UNITSCONSUMED using IQR method (IQR multiplier=1.5, lower=-125.0, upper=475.0)",UNITSCONSUMED,MTR1474,,999999,1500,2025-05-01,emma39@gmail.com,North,NO
outliers,"Outliers detected in numeric column UNITSCONSUMED using IQR method (IQR multiplier=1.5, lower=-125.0, upper=475.0)",UNITSCONSUMED,MTR1482,Neha,999999,500,2025-05-01,mike759@yahoo.com,South,NO
outliers,"Outliers detected in numeric column UNITSCONSUMED using IQR method (IQR multiplier=1.5, lower=-125.0, upper=475.0)",UNITSCONSUMED,MTR1488,Neha,999999,500,2025-05-01,sara357@company.com,InvalidRegion,NO
outliers,"Outliers detected in numeric column UNITSCONSUMED using IQR method (IQR multiplier=1.5, lower=-125.0, upper=475.0)",UNITSCONSUMED,MTR1492,Ravi,999999,-200,2025-05-01,sara43@gmail.com,South,NO
outliers,"Outliers detected in numeric column UNITSCONSUMED using IQR method (IQR multiplier=1.5, lower=-125.0, upper=475.0)",UNITSCONSUMED,MTR1495,Ravi,999999,1500,2025-05-01,sara771@company.com,North,NO
